kind,k,seed,total_structure_proxy,target_alignment,tre_proxy,transfer_accuracy
random,12,103320,0.9549286970860911,0.4017393413054359,0.38363242576102435,0.58625
irrelevant_high,12,103321,41.78383204768433,0.19681987485858263,8.223888594737264,0.5425
relevant_mid,12,103322,6.961107261976405,0.9964974948131686,6.936725947685243,0.6645
mixed_budget_limited,12,103323,39.47434536749739,0.9987059881893704,39.423265098374976,0.6925
relevant_high,12,103324,24.489462595638447,0.9996500634442483,24.48089283744552,0.684
random,4,103340,0.4806278044786041,0.04191720142076547,0.020146572488749934,0.502
irrelevant_high,4,103341,21.92896528066001,0.00013959471766011747,0.0030611677169322528,0.5
relevant_mid,4,103342,6.987008268487699,0.9954415738308025,6.955158507152225,0.8015
mixed_budget_limited,4,103343,20.979515169493702,0.00028170664948105466,0.005910068926135032,0.4945
relevant_high,4,103344,24.399284297512892,0.9994239938507337,24.38523015971983,0.80475
random,12,103420,0.9415127587789329,0.2641113068938629,0.24866416517835027,0.5815
irrelevant_high,12,103421,41.21632454149116,0.24506894722189054,10.10084126373901,0.562
relevant_mid,12,103422,7.119879258098894,0.9969435986172348,7.09811804928932,0.6575
mixed_budget_limited,12,103423,40.6941208930856,0.9968076370781211,40.56421049040806,0.6385
relevant_high,12,103424,24.593997054304396,0.9992893174005002,24.57651852854575,0.6725
random,4,103440,0.48239099868085766,0.03439659909467732,0.016592609788506477,0.46125
irrelevant_high,4,103441,21.863577779122352,7.468926115262256e-05,0.001632974470475545,0.489
relevant_mid,4,103442,6.939300672346172,0.9974414280934389,6.921545972594727,0.78775
mixed_budget_limited,4,103443,21.193810636750108,0.0005244293715882762,0.011114656793791783,0.5035
relevant_high,4,103444,24.117805328507316,0.9991823317401999,24.098084964594157,0.78925
random,12,103520,0.9923817548509504,0.4471238925067674,0.4437175930816535,0.553
irrelevant_high,12,103521,41.96770761048901,0.05151167479928152,2.161826906502842,0.49075
relevant_mid,12,103522,6.972919483369201,0.9981284819180836,6.9598695384723275,0.5965
mixed_budget_limited,12,103523,40.22780565791645,0.9982813532833883,40.15866827180598,0.745
relevant_high,12,103524,24.178782802886488,0.999681276763286,24.171076462971747,0.50375
random,4,103540,0.44384726616382464,0.040645079311518145,0.018040207335429156,0.47825
irrelevant_high,4,103541,22.319460181839695,5.9420338171817985e-05,0.0013262298718173407,0.49525
relevant_mid,4,103542,7.068105895828916,0.9970961219293492,7.04758097811698,0.8225
mixed_budget_limited,4,103543,21.505380233617696,0.00020963544707510768,0.004508289999794629,0.50725
relevant_high,4,103544,24.27988407864181,0.9989077754127338,24.253364992275145,0.8275
random,12,103620,0.9394313183634988,0.3313891710028238,0.3113173658065697,0.45425
irrelevant_high,12,103621,42.27850741335514,0.21002369507662305,8.879488349277247,0.4785
relevant_mid,12,103622,6.991752344355042,0.9980013023953418,6.977777945692017,0.656
mixed_budget_limited,12,103623,40.47045598352743,0.998023871034344,40.39048114320507,0.6865
relevant_high,12,103624,24.38167397169935,0.9994968555607651,24.36940646802125,0.68375
random,4,103640,0.45436812250580605,0.04524328615936468,0.02055710698822345,0.47175
irrelevant_high,4,103641,21.903686346777828,2.5999705822027394e-05,0.0005694894014341814,0.50075
relevant_mid,4,103642,6.981221377654442,0.9973958080587086,6.963040937202383,0.86125
mixed_budget_limited,4,103643,21.01602733862113,0.00017917996330060182,0.0037656510072585784,0.495
relevant_high,4,103644,24.433920012254905,0.9991978416210247,24.41432013858586,0.86025
random,12,103720,0.9620065399401307,0.5691389554723979,0.5475153972991417,0.6635
irrelevant_high,12,103721,42.17337589176753,0.26962337866979946,11.370928097849827,0.53975
relevant_mid,12,103722,6.895363595385327,0.9982922507012845,6.88358804304092,0.83975
mixed_budget_limited,12,103723,40.45507836526998,0.9969242141318949,40.330647206941,0.813
relevant_high,12,103724,24.549858009980987,0.9997104380169141,24.54274930441114,0.83875
random,4,103740,0.48454474138363723,0.1050942376159433,0.050922860186527766,0.51625
irrelevant_high,4,103741,21.641398333556957,5.9253050744100826e-05,0.0012823188736315494,0.505
relevant_mid,4,103742,6.950154094081142,0.9968494292832658,6.92825714211554,0.763
mixed_budget_limited,4,103743,20.99195149868722,0.0005308642031420466,0.011143875604747083,0.5005
relevant_high,4,103744,24.287419921941655,0.9993591643088138,24.271855676408848,0.7555
random,12,103820,0.8465058541290795,0.3575520736509764,0.3026699235015433,0.5585
irrelevant_high,12,103821,42.433674008432334,0.02271267733408645,0.9637823458533343,0.495
relevant_mid,12,103822,7.202507401363339,0.9978563340865046,7.187067631755339,0.67725
mixed_budget_limited,12,103823,40.227036278188216,0.9980684051958431,40.149333943926635,0.7575
relevant_high,12,103824,24.489054938292462,0.9995078315786867,24.477002198784028,0.75575
random,4,103840,0.531975608421196,0.2414615419826433,0.12845165070653683,0.64175
irrelevant_high,4,103841,22.05162095989045,4.8836154787733654e-05,0.0010769163745176418,0.49625
relevant_mid,4,103842,6.948958659573749,0.9976531028169756,6.9326501680706425,0.781
mixed_budget_limited,4,103843,21.06254394410067,0.0005272116838086181,0.011104419258062328,0.49725
relevant_high,4,103844,24.190985614847015,0.9991120115910017,24.169504300018787,0.787
random,12,103920,0.9182333457605778,0.36694509035604667,0.33694121802805027,0.589
irrelevant_high,12,103921,41.64136598879295,0.05122660603920831,2.1331458504423844,0.52125
relevant_mid,12,103922,6.9637121423174175,0.9982589150748803,6.951587728083555,0.723
mixed_budget_limited,12,103923,40.70360264208622,0.9980135481837337,40.622746896689264,0.7265
relevant_high,12,103924,24.559360319766363,0.9991540921744858,24.53858536468225,0.74225
random,4,103940,0.5128254093440392,0.09911193952067254,0.05082712095557055,0.492
irrelevant_high,4,103941,21.772841710338092,0.0002608821179518545,0.00568014505922348,0.50475
relevant_mid,4,103942,6.968125074866719,0.9978023540352616,6.952811602914146,0.83125
mixed_budget_limited,4,103943,21.437195196705808,0.0008773616507863187,0.01880817296601035,0.5135
relevant_high,4,103944,24.770450068834073,0.9995446478269138,24.759170790566905,0.828
random,12,104020,0.9573442790772679,0.2918755046323752,0.27942534456259505,0.58725
irrelevant_high,12,104021,42.291776424518595,0.18832030602589156,7.964400278643928,0.543
relevant_mid,12,104022,7.217318408978677,0.9987314105547171,7.208162595021801,0.765
mixed_budget_limited,12,104023,40.461790956796484,0.9960064152977073,40.30020336740406,0.732
relevant_high,12,104024,24.35632212942389,0.99944858527859,24.342891694842322,0.7785
random,4,104040,0.4689944809605697,0.06564865481471516,0.030788856790586943,0.51675
irrelevant_high,4,104041,22.290438262836076,0.00014795702372205432,0.0032980269028294244,0.512
relevant_mid,4,104042,7.090699367742095,0.9966931776042253,7.06725168427114,0.77025
mixed_budget_limited,4,104043,21.015259747785464,0.0009148646565509812,0.01922611839148741,0.4945
relevant_high,4,104044,24.8300521387098,0.9996256196768267,24.8207562557657,0.773
random,12,104120,0.970393640739406,0.3333161663921076,0.32344788822253895,0.60125
irrelevant_high,12,104121,42.20128307832769,0.04464165853926882,1.883935269101728,0.5225
relevant_mid,12,104122,6.95406794658526,0.9972958590142551,6.935263166433244,0.745
mixed_budget_limited,12,104123,40.519407913076236,0.9978637550982243,40.43284853449896,0.722
relevant_high,12,104124,24.099517643160116,0.9994319530222094,24.08582798499671,0.7545
random,4,104140,0.4502678909156135,0.058432450076899754,0.02631025605715753,0.522
irrelevant_high,4,104141,21.855539609165128,8.718136944602983e-05,0.0019053958731089634,0.49875
relevant_mid,4,104142,7.132661343775801,0.9965851999163338,7.108304731222312,0.823
mixed_budget_limited,4,104143,21.18481164801765,0.0008323856655784663,0.01763393354378962,0.507
relevant_high,4,104144,24.53231701555375,0.9989740069645284,24.507147029151813,0.819
random,12,104220,0.9603951382515905,0.27034984434841686,0.25964267613929376,0.61175
irrelevant_high,12,104221,42.15479856773206,0.2168982917649328,9.14330379903592,0.549
relevant_mid,12,104222,7.1280012077842,0.9983990055875452,7.116589317678566,0.77875
mixed_budget_limited,12,104223,40.263595170929094,0.9979285313848962,40.18019039720127,0.7505
relevant_high,12,104224,24.69777714045258,0.9995249411398852,24.686044242596868,0.7595
random,4,104240,0.44492842585929027,0.003104366933699253,0.0013812210931004403,0.504
irrelevant_high,4,104241,21.99551433379444,0.00016771548427625257,0.0036889883383975893,0.505
relevant_mid,4,104242,6.983548500297081,0.9963799733809934,6.958267868830882,0.81375
mixed_budget_limited,4,104243,20.87583663435916,0.0012577411113437126,0.026256397968728678,0.49275
relevant_high,4,104244,24.623589077464413,0.9994024602094649,24.608875503204843,0.81675
random,12,104320,0.9689487535973127,0.33958309703011835,0.32903861861004846,0.584
irrelevant_high,12,104321,42.10179302635823,0.1905013278613858,8.020447476866476,0.44775
relevant_mid,12,104322,6.968593275108287,0.9977368141955957,6.952822053731394,0.70525
mixed_budget_limited,12,104323,40.16642980023154,0.9979752183998148,40.0851015522269,0.7095
relevant_high,12,104324,24.58804211388362,0.9996380738929201,24.57914305952063,0.65025
random,4,104340,0.4413595245628654,0.04223343385610035,0.018640128287385677,0.53
irrelevant_high,4,104341,22.187866122982662,0.000136406097762374,0.003026560235510039,0.485
relevant_mid,4,104342,7.1328008164140115,0.9966058734296286,7.108591187641854,0.79725
mixed_budget_limited,4,104343,20.85543438818226,0.000455500661346799,0.009499664156491795,0.4955
relevant_high,4,104344,24.597640247455566,0.9992944248873635,24.580284764667375,0.7995
random,12,104420,0.9659928275118232,0.3621482884951569,0.34983264918200413,0.58875
irrelevant_high,12,104421,42.51592067530029,0.2739848956072171,11.648720087866876,0.5715
relevant_mid,12,104422,7.050290681266301,0.9976674442277935,7.033845485041979,0.7125
mixed_budget_limited,12,104423,40.488414258785184,0.9963574109990655,40.34093160634085,0.68875
relevant_high,12,104424,24.350144514180837,0.999470288332431,24.337245958524683,0.7035
random,4,104440,0.41106467632081256,0.10310100083922012,0.04238117953832585,0.495
irrelevant_high,4,104441,21.949555965890337,4.2878498242265125e-05,0.0009411639969019288,0.514
relevant_mid,4,104442,7.15987957395139,0.9967460979965459,7.136582027461219,0.74375
mixed_budget_limited,4,104443,21.301651277038523,0.00022892779517980327,0.00487654006054147,0.513
relevant_high,4,104444,24.295400045389748,0.9989050084632256,24.2687967879575,0.7545
random,12,104520,0.9663573095290492,0.49742388086237715,0.4806892032056651,0.62525
irrelevant_high,12,104521,41.44161466613512,0.0416357983329238,1.7254547108299394,0.513
relevant_mid,12,104522,6.843053739590925,0.9963069146787421,6.8177817582726625,0.651
mixed_budget_limited,12,104523,40.39726770527315,0.9945669444036129,40.17778710388827,0.70025
relevant_high,12,104524,24.367764966803804,0.9990415638003132,24.34441001875416,0.684
random,4,104540,0.46907191413896543,0.13430706776188883,0.06299967335746093,0.523
irrelevant_high,4,104541,22.246119826816184,0.00016082305033157486,0.0035776888485903047,0.50375
relevant_mid,4,104542,7.028675313397785,0.9974616997861416,7.010834425346646,0.83025
mixed_budget_limited,4,104543,20.76265901215696,0.0002751679053435606,0.005713217389737831,0.497
relevant_high,4,104544,24.417567603469692,0.9993757332434593,24.40232452773926,0.83725
random,12,104620,0.9328150821905536,0.4666648695654832,0.4353120286591702,0.65875
irrelevant_high,12,104621,41.66095758775942,0.22095801234837356,9.205322381121213,0.518
relevant_mid,12,104622,7.052504971457281,0.9984029370534631,7.041241677087099,0.79825
mixed_budget_limited,12,104623,40.33235160507787,0.9983822944544509,40.267105736221296,0.64325
relevant_high,12,104624,24.954417325114164,0.9995035833099541,24.942029535863607,0.70875
random,4,104640,0.4665870414883033,0.34962962722436236,0.1631326533832736,0.6355
irrelevant_high,4,104641,21.96449899112597,1.7369568672396288e-05,0.00038151387358114155,0.497
relevant_mid,4,104642,6.907440834630182,0.9965239417981532,6.883430168263194,0.85075
mixed_budget_limited,4,104643,20.73316640027129,0.0013328366877786125,0.027633924832100407,0.49875
relevant_high,4,104644,24.34094391043578,0.9991056595954144,24.319174820810925,0.85975
random,12,104720,0.9997931430152427,0.4054491039053736,0.40536523392626717,0.56125
irrelevant_high,12,104721,42.32689963072568,0.04223549145647079,1.787697407732411,0.52675
relevant_mid,12,104722,7.090407694312537,0.9975071963505853,7.072732700136316,0.72
mixed_budget_limited,12,104723,40.303010789470214,0.9976023897299215,40.206379876886295,0.72625
relevant_high,12,104724,24.62290393345534,0.9996535757062202,24.614373961349383,0.67175
random,4,104740,0.4758878277615253,0.08714858103904084,0.0414729489231684,0.54775
irrelevant_high,4,104741,22.234610398605465,3.95883328988321e-05,0.000880231158335827,0.51175
relevant_mid,4,104742,7.1881368281771225,0.996400747728027,7.162264910367053,0.79425
mixed_budget_limited,4,104743,21.09682033692364,0.0004995756749727614,0.010539458259597706,0.516
relevant_high,4,104744,24.30869020581331,0.9994201391353638,24.29459454769239,0.79
random,12,104820,0.9678775808859383,0.3668625180269913,0.3550780064656883,0.5955
irrelevant_high,12,104821,41.714163178616616,0.017268124979249875,0.720325383173175,0.49475
relevant_mid,12,104822,7.078120612529835,0.997388355804781,7.059635079919062,0.76275
mixed_budget_limited,12,104823,40.17987110056224,0.996174604705251,40.026167210710526,0.63075
relevant_high,12,104824,24.26763807647003,0.9993621442401449,24.252158823744875,0.75125
random,4,104840,0.503854717021863,0.12933220204977458,0.06516464006560359,0.567
irrelevant_high,4,104841,22.072263008753723,4.213892225535453e-05,0.0009301013749256109,0.49325
relevant_mid,4,104842,7.099929925876458,0.9959714459856679,7.071327474672091,0.80875
mixed_budget_limited,4,104843,21.005873876931147,0.00048510090514472726,0.01018996843105528,0.50675
relevant_high,4,104844,24.34640916363032,0.9994667093417096,24.33342545106044,0.8025
random,12,104920,0.929843438652163,0.3481114491909558,0.3236891469499061,0.4845
irrelevant_high,12,104921,42.04386032582322,0.1791274432236671,7.5312092034176885,0.52
relevant_mid,12,104922,6.84440704451661,0.9977151677694496,6.828768722702292,0.6645
mixed_budget_limited,12,104923,40.50005883247864,0.9985016311532249,40.439374806031495,0.673
relevant_high,12,104924,24.344446088190203,0.9991381244431699,24.32346420516222,0.64025
random,4,104940,0.4712091630348654,0.04020792452789197,0.01894634246415701,0.52725
irrelevant_high,4,104941,21.739257745013255,5.466355669309131e-05,0.0011883451482102565,0.49725
relevant_mid,4,104942,7.0035269334217745,0.9951892576288256,6.969834769655501,0.716
mixed_budget_limited,4,104943,21.11212825502571,6.991824512091441e-05,0.0014761229583590706,0.49825
relevant_high,4,104944,24.711553094236432,0.9994573173173475,24.698142562310743,0.71975
random,12,105020,0.9129896809842666,0.36582966687169743,0.3339987108517716,0.496
irrelevant_high,12,105021,42.20421887718133,0.26048849179163813,10.993713322561149,0.47875
relevant_mid,12,105022,6.981224585623854,0.9981381927368422,6.968226890984604,0.734
mixed_budget_limited,12,105023,40.13731058335557,0.9962495073405427,39.98677589464234,0.6965
relevant_high,12,105024,24.742647148543313,0.9994364214605195,24.728702723600456,0.71475
random,4,105040,0.4732305781354247,0.144507212784637,0.06838523185081259,0.53375
irrelevant_high,4,105041,22.02015706533476,0.00010333168254282363,0.002275379879418286,0.484
relevant_mid,4,105042,7.074514393626622,0.9981709295877162,7.061574608667963,0.8335
mixed_budget_limited,4,105043,21.215699546716856,0.0006533070939189272,0.01386036701632269,0.4935
relevant_high,4,105044,24.425950424541647,0.9991002947556298,24.40397426884596,0.83475
random,12,105120,0.9547524612932374,0.31664531676622826,0.30231789553953325,0.5715
irrelevant_high,12,105121,42.1458555649391,0.2705053107388208,11.40067775594731,0.5405
relevant_mid,12,105122,7.068262598895301,0.9971551966098493,7.048154781491489,0.713
mixed_budget_limited,12,105123,40.120324727478554,0.9989368410157499,40.0776704437935,0.702
relevant_high,12,105124,24.45403434623565,0.9994854742522841,24.441452115928985,0.73825
random,4,105140,0.4830103350907029,0.05450064106637166,0.0263243729041263,0.52625
irrelevant_high,4,105141,22.220783810388802,0.00019669729915951424,0.004370768160710937,0.49175
relevant_mid,4,105142,7.1692663717731335,0.9975993587681762,7.152055535319127,0.84225
mixed_budget_limited,4,105143,21.027185682826882,0.0007699712434367997,0.016190328306182687,0.5005
relevant_high,4,105144,24.652901697012318,0.9994426792069199,24.639162122286812,0.8405
random,12,105220,0.9262677840907214,0.4009892691093201,0.3714234417420479,0.5705
irrelevant_high,12,105221,41.99622606137746,0.19881183853004888,8.349346914586008,0.5675
relevant_mid,12,105222,7.032167439698636,0.9973058851611906,7.013221973050351,0.763
mixed_budget_limited,12,105223,40.41500825951555,0.9973577983084069,40.30822365632651,0.7285
relevant_high,12,105224,24.53116956595909,0.9995751762190078,24.52074814175192,0.75075
random,4,105240,0.47769910757215084,0.22126605332013188,0.10569859620703895,0.61375
irrelevant_high,4,105241,21.933494804800194,6.650194537898153e-05,0.0014586200734789975,0.50425
relevant_mid,4,105242,6.959910231906936,0.9984125485552775,6.948861712354157,0.839
mixed_budget_limited,4,105243,20.84258517240239,0.00027681457098089165,0.005769531272631261,0.505
relevant_high,4,105244,24.21345538764848,0.9991001303397559,24.19166643377546,0.8395
random,12,105320,0.9523298000911051,0.5335589148841191,0.5081240547484202,0.5825
irrelevant_high,12,105321,41.91517612527504,0.06679224490261902,2.7996087088957804,0.50425
relevant_mid,12,105322,7.207213742341359,0.9980441050288463,7.193117189226684,0.7065
mixed_budget_limited,12,105323,39.90417646264072,0.9989120408298808,39.86076234793214,0.71725
relevant_high,12,105324,24.32924345267171,0.9994816065981565,24.316631333394003,0.802
random,4,105340,0.4807618274671581,0.0971989629036468,0.04672955103346974,0.56225
irrelevant_high,4,105341,21.549649836341707,0.00025240989239581695,0.005439344796358545,0.49475
relevant_mid,4,105342,7.191209539362843,0.9972088675405032,7.171137920994484,0.8535
mixed_budget_limited,4,105343,21.207211621899177,0.00014794755267607542,0.0031375550585436072,0.49075
relevant_high,4,105344,24.493179257129583,0.9993346152246311,24.47688186855151,0.85125
random,12,105420,0.9412251710291943,0.4109758641070523,0.3868208279830312,0.618
irrelevant_high,12,105421,42.31654061368033,0.3043738408740165,12.880047999087193,0.505
relevant_mid,12,105422,6.93459930608719,0.9974492716396725,6.916911026969646,0.723
mixed_budget_limited,12,105423,40.45395756074266,0.9964515608075845,40.3104091522458,0.75025
relevant_high,12,105424,24.658004821717064,0.99967259145575,24.64993158025428,0.83025
random,4,105440,0.4712130242614958,0.12229634135839916,0.057627628867607514,0.5875
irrelevant_high,4,105441,22.124908188750418,9.567107457683883e-05,0.0021167137413316533,0.4885
relevant_mid,4,105442,7.078743494763568,0.9962854336765691,7.052449032565714,0.8175
mixed_budget_limited,4,105443,21.55087755167626,0.0004296714899370356,0.009259797667079352,0.4975
relevant_high,4,105444,25.05061198403135,0.9990988671021621,25.028038053461565,0.8155
random,12,105520,0.9708124392627624,0.46799572896902775,0.4543360752049765,0.574
irrelevant_high,12,105521,42.288567486033,0.04264024257703336,1.8031947758396931,0.52075
relevant_mid,12,105522,7.077046414862604,0.9972294163600487,7.05743886584641,0.746
mixed_budget_limited,12,105523,39.92416645112906,0.9967442348015019,39.79418273941843,0.72375
relevant_high,12,105524,24.805290083322532,0.9991402148027375,24.78396286209509,0.68725
random,4,105540,0.471721178370351,0.01847711548404545,0.008716046689018977,0.4975
irrelevant_high,4,105541,21.97592140113995,3.388966002743009e-05,0.000744756505074158,0.49775
relevant_mid,4,105542,7.039349180354642,0.9972591019851492,7.020055042160367,0.7915
mixed_budget_limited,4,105543,20.96623500542497,0.00017113518347344577,0.0035880604744007835,0.48725
relevant_high,4,105544,24.672876340502285,0.9992898855521318,24.65535577454243,0.8005
random,12,105620,0.9780988183913712,0.4121684202937409,0.40314144486754605,0.629
irrelevant_high,12,105621,41.56329660816689,0.2953666882171851,12.276413270542816,0.42275
relevant_mid,12,105622,7.0700324511163535,0.9976159695100545,7.053177278187988,0.645
mixed_budget_limited,12,105623,40.070633744448145,0.9967949978461501,39.942207276991056,0.721
relevant_high,12,105624,24.517290776596024,0.9996192489841662,24.507955793227342,0.732
random,4,105640,0.4795958795427442,0.0617523572410481,0.029616176084858212,0.48075
irrelevant_high,4,105641,21.90033511246007,0.0001175610406718746,0.0025746261868836015,0.51275
relevant_mid,4,105642,7.125999467279966,0.9983694485373784,7.114380158425952,0.81275
mixed_budget_limited,4,105643,21.336273965985512,0.0008012929541537361,0.01709660599683798,0.50875
relevant_high,4,105644,24.46957302219532,0.9993374351010906,24.453360342019515,0.8115
random,12,105720,0.9777998152750469,0.35835610216114433,0.35040053049585274,0.5865
irrelevant_high,12,105721,42.26742412462549,0.23271895287954003,9.836430683198254,0.50825
relevant_mid,12,105722,7.024815490174664,0.9977867683232033,7.0092679460081575,0.66725
mixed_budget_limited,12,105723,40.33545371748118,0.9981175475508032,40.25952414384124,0.741
relevant_high,12,105724,24.44668984529922,0.9996507073489987,24.438150796194947,0.6545
random,4,105740,0.49266577651936516,0.3155745920433843,0.1554728014388358,0.6395
irrelevant_high,4,105741,21.989677515300073,8.040602974286335e-05,0.001768102664331191,0.51175
relevant_mid,4,105742,7.060701571406115,0.9967151928604768,7.0375085284743175,0.853
mixed_budget_limited,4,105743,21.43524369655416,0.000530738370545524,0.011376506311755368,0.4995
relevant_high,4,105744,24.450747837943897,0.9991922718939538,24.430998281701342,0.85425
random,12,105820,0.9091520975765937,0.34827652570367773,0.316636333880187,0.576
irrelevant_high,12,105821,41.84692757389995,0.027181169440159417,1.1374484289362536,0.49575
relevant_mid,12,105822,7.015270219638101,0.9970927912118449,6.994875364404286,0.7965
mixed_budget_limited,12,105823,40.00120207316866,0.9972989569456047,39.893157104141466,0.83075
relevant_high,12,105824,24.678581445177922,0.9995251000034918,24.66686158693578,0.801
random,4,105840,0.4776778637584136,0.1492921406726971,0.07131355083245453,0.5515
irrelevant_high,4,105841,22.202617917223602,4.742698564371593e-05,0.0010530032412130739,0.505
relevant_mid,4,105842,7.012124508850194,0.9952360038913723,6.978718774976819,0.84475
mixed_budget_limited,4,105843,21.299732938837558,0.00034039304854802116,0.0072502810283096185,0.507
relevant_high,4,105844,24.60920906383699,0.9991165655794659,24.587468441487875,0.84375
random,12,105920,0.9130831370419574,0.3006270588368427,0.27449749796244144,0.59625
irrelevant_high,12,105921,41.842087873614894,0.03519251096169375,1.4725281361523452,0.51925
relevant_mid,12,105922,7.052201271930905,0.9977429802795871,7.036284314587835,0.6855
mixed_budget_limited,12,105923,39.75085998667888,0.997025054044567,39.632603326536525,0.745
relevant_high,12,105924,24.59345915942901,0.9994448000443241,24.57980487199378,0.73925
random,4,105940,0.4550203520719518,0.04409386735622404,0.020063607048643003,0.538
irrelevant_high,4,105941,21.795045813321384,5.953639631199647e-05,0.0012975984851800214,0.5
relevant_mid,4,105942,6.870538248495807,0.9977696063323417,6.8552142434929575,0.8605
mixed_budget_limited,4,105943,21.11327867063327,0.00030300443835617043,0.006397417145452547,0.508
relevant_high,4,105944,24.642077043802093,0.9990218758504195,24.617974033149725,0.8535
random,12,106020,0.9706928322251798,0.41970444348173513,0.4074040949407784,0.59925
irrelevant_high,12,106021,41.850116434683216,0.038564097839132616,1.6139119847662153,0.5315
relevant_mid,12,106022,6.927452620348256,0.9977526264921519,6.911884046852412,0.79025
mixed_budget_limited,12,106023,39.97923365670946,0.9972762329194993,39.87033953617167,0.82125
relevant_high,12,106024,24.387693097391477,0.9995782966614619,24.377408725793064,0.71
random,4,106040,0.4857900129252686,0.12688770779749783,0.06164078121100418,0.53925
irrelevant_high,4,106041,22.1162995503175,3.176616213977508e-05,0.0007025499574472203,0.50525
relevant_mid,4,106042,7.085080151975985,0.9959571907434986,7.056436524354523,0.8135
mixed_budget_limited,4,106043,21.09454508763228,0.0005873786481200594,0.01239048537628109,0.5145
relevant_high,4,106044,24.610632933030253,0.999270419971911,24.592677506763685,0.81275
random,12,106120,0.9707049623595396,0.4540472133668307,0.44074588316070323,0.64875
irrelevant_high,12,106121,42.3957928634167,0.14022603150158125,5.944993785599984,0.5515
relevant_mid,12,106122,6.9583631686751515,0.9965760860430916,6.934538331904687,0.77775
mixed_budget_limited,12,106123,39.99504285930955,0.9968722706273433,39.86994918899782,0.7715
relevant_high,12,106124,24.867578747440596,0.9991906637448447,24.84745251438236,0.72575
random,4,106140,0.48964112642785196,0.260006778006898,0.12731001166217398,0.623
irrelevant_high,4,106141,22.13693244535194,2.8965265428585176e-05,0.000641202124054278,0.50525
relevant_mid,4,106142,7.131986614916167,0.9970017195001805,7.11060291852369,0.8425
mixed_budget_limited,4,106143,20.85659143661945,0.00046974528360032376,0.009797285459330887,0.49075
relevant_high,4,106144,24.93287772366964,0.9994067172495862,24.918085477398012,0.8415
random,12,106220,0.9811636628212042,0.17629232609581766,0.1729716243994426,0.58025
irrelevant_high,12,106221,42.24883841391572,0.016376563433286116,0.6918907822681459,0.5015
relevant_mid,12,106222,6.951385546610586,0.9980361109994639,6.937733796997112,0.796
mixed_budget_limited,12,106223,40.269995005004546,0.9984444860302558,40.20735446521273,0.73175
relevant_high,12,106224,24.661694511930605,0.9994919731683732,24.64916570940516,0.78025
random,4,106240,0.45960265174290926,0.10607993338715736,0.048754618681448696,0.57925
irrelevant_high,4,106241,22.091740711744247,9.157051095244286e-05,0.0020229519848033047,0.49825
relevant_mid,4,106242,6.956646505289202,0.9963738978574104,6.931420994491134,0.84
mixed_budget_limited,4,106243,21.311142279063304,0.0005879970477307314,0.012530888743858794,0.49975
relevant_high,4,106244,24.422937176835134,0.9992007824906648,24.403417937814012,0.83925
random,12,106320,1.0133576624453726,0.4160117314229532,0.42156867570461604,0.6115
irrelevant_high,12,106321,41.64852131361351,0.07578941724957855,3.1565171596654196,0.532
relevant_mid,12,106322,6.817929919071448,0.9986673309644485,6.808843874981741,0.80925
mixed_budget_limited,12,106323,39.97603689553188,0.9974764265665448,39.87515443084749,0.776
relevant_high,12,106324,24.612787306445536,0.9996366645220597,24.603844607606106,0.777
random,4,106340,0.4821193855226438,0.3042942449085197,0.1467061543733724,0.64025
irrelevant_high,4,106341,21.683118537675405,0.00020343557524811094,0.004411117692884974,0.50775
relevant_mid,4,106342,7.014226107645177,0.9966658059214545,6.9908393164914875,0.859
mixed_budget_limited,4,106343,20.941516638134676,0.0010461540163400013,0.021908051739235553,0.50225
relevant_high,4,106344,24.55486399293722,0.9995444340362474,24.543677632657463,0.86225
random,12,106420,0.9136540689863408,0.3109237376977161,0.28407673809196005,0.508
irrelevant_high,12,106421,42.59620609726332,0.18251675946971274,7.774521502576521,0.55175
relevant_mid,12,106422,6.90324884719157,0.9973890889229436,6.8852250783087605,0.78225
mixed_budget_limited,12,106423,40.49529531027029,0.9971819713552872,40.38117840810985,0.77225
relevant_high,12,106424,24.27992279714243,0.9995093727539937,24.26801040548722,0.71475
