kind,initial_val_loss,final_val_loss,learning_progress_proxy,loss_reduction,transfer_accuracy,transfer_accuracy_std
irrelevant_rule,0.6981679644385435,0.5855427518757704,1.5835296248086819,0.11262521256277289,0.5380208333333333,0.11045407824401639
mixed_rule,0.6989665029841385,0.6398794569495713,0.7810708312202105,0.05908704603456719,0.5858680555555555,0.1043647931978597
random,0.6983630825363021,0.6932767028945102,0.011547032487656667,0.005086379641791806,0.5277083333333333,0.08761783032680316
relevant_rule,0.487148623984359,0.2599015292872239,0.4760333662120012,0.22724709469713503,0.5684722222222223,0.08649985714408846
